10000  5000  5000  5  115  2.557000  1.768000
10000  5000  5000  5  140  3.252000  1.717000
10000  5000  5000  5  165  4.191000  2.575000
10000  5000  5000  5  190  3.408000  1.926000
10000  5000  5000  5  215  3.310000  1.236000
10000  5000  5000  5  240  3.333000  1.306000
10000  5000  5000  5  265  3.259000  0.934200
10000  5000  5000  5  290  3.602000  1.025000
10000  5000  5000  5  315  3.571000  1.041000
10000  5000  5000  5  340  3.763000  0.768900
10000  5000  5000  5  365  3.778000  0.730100
10000  5000  5000  5  390  0.000000  0.000000
10000  5000  5000  5  415  4.136000  0.594200
10000  5000  5000  5  440  4.077000  0.553000
10000  5000  5000  5  465  4.232000  0.457600
10000  5000  5000  5  490  4.305000  0.472200
10000  5000  5000  5  515  4.307000  0.250300
10000  5000  5000  5  540  4.503000  0.326100
10000  5000  5000  5  564  4.611000  0.325400
10000  5000  5000  5  589  5.043000  0.808100
10000  5000  5000  5  614  8.826000  6.512000
10000  5000  5000  5  639  5.445000  0.899500
10000  5000  5000  5  664  5.595000  0.859000
10000  5000  5000  5  689  5.771000  1.309000
10000  5000  5000  5  714  5.729000  0.773300
10000  5000  5000  5  739  6.856000  2.679000
10000  5000  5000  5  764  6.195000  0.640100
10000  5000  5000  5  789  6.349000  1.017000
10000  5000  5000  5  814  6.507000  1.136000
10000  5000  5000  5  839  6.982000  0.673500
10000  5000  5000  5  864  7.238000  0.549000
10000  5000  5000  5  889  8.390000  0.746700
10000  5000  5000  5  914  8.327000  1.885000
10000  5000  5000  5  939  8.744000  1.458000
10000  5000  5000  5  964  9.160000  0.920800
10000  5000  5000  5  989  8.734000  1.200000
10000  5000  5000  30  115  2.236000  1.364188
10000  5000  5000  30  140  2.509000  1.334000
10000  5000  5000  30  165  3.149000  1.518000
10000  5000  5000  30  190  3.367000  1.788000
10000  5000  5000  30  215  3.240000  1.285000
10000  5000  5000  30  240  3.476000  1.304000
10000  5000  5000  30  265  3.878000  2.472000
10000  5000  5000  30  290  3.462000  0.914400
10000  5000  5000  30  315  3.474000  0.813000
10000  5000  5000  30  340  4.260000  2.319000
10000  5000  5000  30  365  3.686000  0.822200
10000  5000  5000  30  390  3.933000  0.704867
10000  5000  5000  30  415  3.880000  0.577400
10000  5000  5000  30  440  4.094000  0.781100
10000  5000  5000  30  465  4.011000  0.880600
10000  5000  5000  30  490  4.174000  0.379200
10000  5000  5000  30  515  4.317000  0.383700
10000  5000  5000  30  540  4.387000  0.325000
10000  5000  5000  30  564  4.621000  0.486100
10000  5000  5000  30  589  4.740000  0.384900
10000  5000  5000  30  614  4.956000  0.595700
10000  5000  5000  30  639  5.090000  0.561900
10000  5000  5000  30  664  5.217000  0.579200
10000  5000  5000  30  689  5.465000  0.661158
10000  5000  5000  30  714  5.602000  0.767679
10000  5000  5000  30  739  5.932048  1.023321
10000  5000  5000  30  764  6.056933  1.303000
10000  5000  5000  30  789  6.387515  1.674000
10000  5000  5000  30  814  6.817273  2.089254
10000  5000  5000  30  839  7.287394  2.616715
10000  5000  5000  30  864  7.753879  3.201103
10000  5000  5000  30  889  7.805334  3.724515
10000  5000  5000  30  914  8.194667  4.385673
10000  5000  5000  30  939  8.646000  5.127000
10000  5000  5000  30  964  8.756666  5.755740
10000  5000  5000  30  989  9.704303  7.015636
10000  5000  5000  55  115  2.557000  1.768000
10000  5000  5000  55  140  3.252000  1.717000
10000  5000  5000  55  165  4.191000  2.575000
10000  5000  5000  55  190  3.408000  1.926000
10000  5000  5000  55  215  3.310000  1.236000
10000  5000  5000  55  240  3.333000  1.306000
10000  5000  5000  55  265  3.259000  0.934200
10000  5000  5000  55  290  3.602000  1.025000
10000  5000  5000  55  315  3.571000  1.041000
10000  5000  5000  55  340  3.763000  0.768900
10000  5000  5000  55  365  3.778000  0.736824
10000  5000  5000  55  390  0.000000  0.000000
10000  5000  5000  55  415  4.136000  0.611570
10000  5000  5000  55  440  4.077000  0.553000
10000  5000  5000  55  465  4.232000  0.457600
10000  5000  5000  55  490  4.305000  0.472200
10000  5000  5000  55  515  4.307000  0.276217
10000  5000  5000  55  540  4.503000  0.350266
10000  5000  5000  55  564  4.611000  0.325400
10000  5000  5000  55  589  4.902000  0.383700
10000  5000  5000  55  614  4.934000  0.195445
10000  5000  5000  55  639  5.140000  0.719100
10000  5000  5000  55  664  5.276000  0.268000
10000  5000  5000  55  689  5.514000  0.309100
10000  5000  5000  55  714  5.656000  0.372800
10000  5000  5000  55  739  5.840218  0.318000
10000  5000  5000  55  764  6.280970  0.630700
10000  5000  5000  55  789  6.405879  0.341600
10000  5000  5000  55  814  6.945818  0.567400
10000  5000  5000  55  839  7.213939  0.458700
10000  5000  5000  55  864  7.504121  0.574900
10000  5000  5000  55  889  7.948606  0.315700
10000  5000  5000  55  914  8.051394  0.474100
10000  5000  5000  55  939  8.459151  1.804000
10000  5000  5000  55  964  9.234181  0.920800
10000  5000  5000  55  989  10.440000  1.266000
10000  5000  5000  80  115  2.600000  1.332000
10000  5000  5000  80  140  2.964000  1.737000
10000  5000  5000  80  165  2.558000  0.959200
10000  5000  5000  80  190  3.168000  1.760000
10000  5000  5000  80  215  3.129000  1.212000
10000  5000  5000  80  240  3.446000  1.410000
10000  5000  5000  80  265  3.491000  1.152982
10000  5000  5000  80  290  3.407000  1.017000
10000  5000  5000  80  315  3.547000  0.905300
10000  5000  5000  80  340  3.643000  0.853800
10000  5000  5000  80  365  0.000000  0.000000
10000  5000  5000  80  390  0.000000  0.000000
10000  5000  5000  80  415  3.848000  0.528925
10000  5000  5000  80  440  4.609000  0.977100
10000  5000  5000  80  465  4.256000  0.578600
10000  5000  5000  80  490  4.233000  0.452158
10000  5000  5000  80  515  4.277000  0.555900
10000  5000  5000  80  540  4.434000  0.735600
10000  5000  5000  80  564  4.507000  0.394000
10000  5000  5000  80  589  4.687000  0.228200
10000  5000  5000  80  614  4.870000  0.445100
10000  5000  5000  80  639  5.046000  0.221818
10000  5000  5000  80  664  5.253000  0.349100
10000  5000  5000  80  689  5.449000  0.208100
10000  5000  5000  80  714  5.633000  0.222900
10000  5000  5000  80  739  5.796145  0.342100
10000  5000  5000  80  764  6.178121  0.396400
10000  5000  5000  80  789  6.446303  0.275200
10000  5000  5000  80  814  6.876060  0.328400
10000  5000  5000  80  839  7.125818  0.417200
10000  5000  5000  80  864  7.471091  0.381300
10000  5000  5000  80  889  7.948606  0.598500
10000  5000  5000  80  914  8.301212  0.892200
10000  5000  5000  80  939  8.532606  0.319200
10000  5000  5000  80  964  9.299000  0.616700
10000  5000  5000  80  989  9.465576  1.000000
10000  5000  5000  105  115  3.681000  2.795000
10000  5000  5000  105  140  2.933000  1.411000
10000  5000  5000  105  165  2.466000  0.789600
10000  5000  5000  105  190  2.857000  0.987300
10000  5000  5000  105  215  3.099000  1.109000
10000  5000  5000  105  240  3.430000  1.252000
10000  5000  5000  105  265  3.453000  1.411000
10000  5000  5000  105  290  3.631000  1.048000
10000  5000  5000  105  315  3.671000  0.953100
10000  5000  5000  105  340  3.913000  1.074000
10000  5000  5000  105  365  3.899000  0.857900
10000  5000  5000  105  390  0.000000  0.000000
10000  5000  5000  105  415  0.000000  0.000000
10000  5000  5000  105  440  4.111000  0.452600
10000  5000  5000  105  465  4.140000  0.402400
10000  5000  5000  105  490  4.228000  0.936900
10000  5000  5000  105  515  4.410000  0.403306
10000  5000  5000  105  540  4.447000  0.823600
10000  5000  5000  105  564  4.724000  0.665900
10000  5000  5000  105  589  4.785000  0.358000
10000  5000  5000  105  614  4.927000  0.449100
10000  5000  5000  105  639  5.076000  0.281000
10000  5000  5000  105  664  5.266000  0.305900
10000  5000  5000  105  689  5.474000  0.242800
10000  5000  5000  105  714  5.614000  0.405000
10000  5000  5000  105  739  6.215000  0.944000
10000  5000  5000  105  764  6.137758  0.301000
10000  5000  5000  105  789  6.449939  0.337600
10000  5000  5000  105  814  6.703394  0.884300
10000  5000  5000  105  839  7.243333  0.285800
10000  5000  5000  105  864  7.496788  0.432800
10000  5000  5000  105  889  7.860424  0.918000
10000  5000  5000  105  914  8.286485  0.362000
10000  5000  5000  105  939  8.613394  0.543300
10000  5000  5000  105  964  9.098243  0.454200
10000  5000  5000  105  989  9.833000  0.572600
10000  5000  5000  130  115  0.000000  0.000000
10000  5000  5000  130  140  2.742000  1.391000
10000  5000  5000  130  165  2.958000  1.379000
