400  400  0.147300
400  480  0.227050
400  560  0.260900
400  640  0.213850
400  720  0.347900
400  800  0.252200
400  880  0.212900
400  960  0.269200
400  1040  0.199300
400  1120  0.270800
400  1200  0.318150
400  1280  0.338100
400  1360  0.490100
400  1440  0.420300
400  1520  0.452050
400  1600  0.409200
400  1680  0.533000
400  1760  0.433700
400  1840  0.434200
400  1920  0.465200
400  2000  0.546350
480  400  0.223700
480  480  0.167700
480  560  0.288850
480  640  0.111000
480  720  0.729500
480  800  0.257200
480  880  0.312850
480  960  0.247400
480  1040  0.286600
480  1120  0.376900
480  1200  0.273700
480  1280  0.271300
480  1360  0.376450
480  1440  0.449600
480  1520  0.524900
480  1600  0.577200
480  1680  0.464450
480  1760  0.602300
480  1840  0.577200
480  1920  0.493000
480  2000  0.586100
560  400  0.315500
560  480  0.161850
560  560  0.166800
560  640  0.409300
560  720  0.179900
560  800  0.204300
560  880  0.194600
560  960  0.234200
560  1040  0.275600
560  1120  0.340200
560  1200  0.334900
560  1280  0.391600
560  1360  0.326850
560  1440  0.532600
560  1520  0.453100
560  1600  0.551300
560  1680  0.448850
560  1760  0.500350
560  1840  0.604800
560  1920  0.729400
560  2000  0.849300
640  400  0.233500
640  480  0.182400
640  560  0.141900
640  640  0.263800
640  720  0.259300
640  800  0.374100
640  880  0.127000
640  960  0.201600
640  1040  0.267400
640  1120  0.563600
640  1200  0.335800
640  1280  0.270700
640  1360  0.265800
640  1440  0.389100
640  1520  0.561600
640  1600  0.467850
640  1680  0.587550
640  1760  0.545900
640  1840  0.560700
640  1920  0.671750
640  2000  0.727400
720  400  0.131800
720  480  0.144800
720  560  0.144950
720  640  0.213400
720  720  0.194800
720  800  0.421700
720  880  0.315100
720  960  0.399500
720  1040  0.233200
720  1120  0.231400
720  1200  0.312600
720  1280  0.503400
720  1360  0.776100
720  1440  0.447900
720  1520  0.674600
720  1600  0.615150
720  1680  0.536600
720  1760  0.789250
720  1840  0.685350
720  1920  0.772250
720  2000  0.641650
800  400  0.311900
800  480  0.085565
800  560  0.135400
800  640  0.169800
800  720  0.236000
800  800  0.446700
800  880  0.610150
800  960  0.374400
800  1040  0.342600
800  1120  0.292850
800  1200  0.481500
800  1280  0.377200
800  1360  0.499000
800  1440  0.411300
800  1520  0.560000
800  1600  0.729950
800  1680  0.796550
800  1760  0.650450
800  1840  0.848750
800  1920  0.758000
800  2000  0.983500
880  400  0.222600
880  480  0.234700
880  560  0.240500
880  640  0.247200
880  720  0.281300
880  800  0.204800
880  880  0.328700
880  960  0.831950
880  1040  0.560850
880  1120  0.423300
880  1200  0.530600
880  1280  0.603500
880  1360  0.872300
880  1440  0.997900
880  1520  0.863000
880  1600  1.068000
880  1680  0.954700
880  1760  0.913850
880  1840  1.146000
880  1920  0.941200
880  2000  1.043500
960  400  0.163400
960  480  0.174600
960  560  0.131800
960  640  0.132150
960  720  0.540200
960  800  0.244800
960  880  0.234600
960  960  0.615700
960  1040  0.985300
960  1120  0.664500
960  1200  0.801900
960  1280  0.730500
960  1360  0.742700
960  1440  1.007650
960  1520  1.120000
960  1600  1.395000
960  1680  1.392000
960  1760  1.482000
960  1840  2.060000
960  1920  1.564000
960  2000  1.689000
1040  400  0.192400
1040  480  0.255600
1040  560  0.196800
