400 400 340.0 93.32401 3344 50.0 9.82296 0 0 0 0 0 0 0 0
400 480 295.0 57.21318 2133 59.0 6.59958 0 0 0 0 0 0 0 0
400 560 320.0 61.6091 1997 59.0 8.6626 0 0 0 0 0 0 0 0
400 640 305.0 59.48951 2036 48.0 6.707 0 0 0 0 0 0 0 0
400 720 276.0 37.4409 1921 36.0 5.9531 0 0 0 0 0 0 0 0
400 800 231.0 46.3923 1904 32.0 5.2766 0 0 0 0 0 0 0 0
400 880 226.0 63.315 1927 46.0 12.5611 0 0 0 0 0 0 0 0
400 960 216.0 38.6928 1984 37.0 2.5766 0 0 0 0 0 0 0 0
400 1040 218.0 47.172 1936 33.0 4.7784 0 0 0 0 0 0 0 0
400 1120 201.0 36.0503 1925 24.0 6.6424 0 0 0 0 0 0 0 0
400 1200 210.0 34.5575 1938 35.0 4.0539 0 0 0 0 0 0 0 0
400 1280 205.0 39.5869 1914 31.0 5.6565 0 0 0 0 0 0 0 0
400 1360 227.0 53.3323 1984 31.0 4.1581 0 0 0 0 0 0 0 0
400 1440 210.0 32.4135 2103 38.0 10.2966 0 0 0 0 0 0 0 0
400 1520 181.0 32.96861 2051 33.0 7.9429 0 0 0 0 0 0 0 0
400 1600 208.0 47.95028 2056 29.0 10.5184 0 0 0 0 0 0 0 0
400 1680 212.0 36.14344 2028 29.0 1.6871 0 0 0 0 0 0 0 0
400 1760 201.0 34.2354 2035 33.0 7.6187 0 0 0 0 0 0 0 0
400 1840 213.0 31.89957 2046 34.0 3.5096 0 0 0 0 0 0 0 0
400 1920 215.0 62.04597 2113 32.0 4.55588 0 0 0 0 0 0 0 0
400 2000 200.0 52.87912 2150 27.0 3.4149 0 0 0 0 0 0 0 0
480 400 233.0 76.3584 1810 35.0 7.2182 0 0 0 0 0 0 0 0
480 480 706.0 132.8639 3281 126.0 15.3645 0 0 0 0 0 0 0 0
480 560 628.0 77.80711 2199 101.0 9.23447 0 0 0 0 0 0 0 0
480 640 579.0 64.07866 2098 102.0 5.46093 0 0 0 0 0 0 0 0
480 720 553.0 59.2868 1987 72.0 9.2864 0 0 0 0 0 0 0 0
480 800 519.0 49.5682 1904 92.0 8.0531 0 0 0 0 0 0 0 0
480 880 461.0 54.3441 1878 74.0 7.9572 0 0 0 0 0 0 0 0
480 960 479.0 55.4984 1937 90.0 5.1185 0 0 0 0 0 0 0 0
480 1040 478.0 50.2283 2001 91.0 3.1104 0 0 0 0 0 0 0 0
480 1120 470.0 42.5587 1965 88.0 11.5337 0 0 0 0 0 0 0 0
480 1200 435.0 44.4084 1944 82.0 9.3923 0 0 0 0 0 0 0 0
480 1280 426.0 55.5343 1802 75.0 8.4141 0 0 0 0 0 0 0 0
480 1360 443.0 59.2278 1874 69.0 16.0085 0 0 0 0 0 0 0 0
480 1440 438.0 48.3163 1893 66.0 7.1738 0 0 0 0 0 0 0 0
480 1520 428.0 71.8085 1946 72.0 8.6938 0 0 0 0 0 0 0 0
480 1600 455.0 46.6467 1943 56.0 5.9779 0 0 0 0 0 0 0 0
480 1680 453.0 49.6478 1877 65.0 3.8994 0 0 0 0 0 0 0 0
480 1760 463.0 53.1211 1960 69.0 6.703 0 0 0 0 0 0 0 0
480 1840 462.0 62.4863 1934 82.0 10.2963 0 0 0 0 0 0 0 0
480 1920 454.0 52.7012 1987 96.0 4.7722 0 0 0 0 0 0 0 0
480 2000 467.0 45.752 1941 67.0 7.7972 0 0 0 0 0 0 0 0
560 400 257.0 53.9597 1818 49.0 8.4916 0 0 0 0 0 0 0 0
560 480 499.0 104.0649 1962 98.0 15.4247 0 0 0 0 0 0 0 0
560 560 961.0 140.59896 3148 154.0 13.51222 0 0 0 0 0 0 0 0
560 640 685.0 89.54836 2070 129.0 7.4165 0 0 0 0 0 0 0 0
560 720 676.0 73.151 1928 95.0 10.7454 0 0 0 0 0 0 0 0
560 800 631.0 92.6325 1863 95.0 4.8139 0 0 0 0 0 0 0 0
