160 160 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 480 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 560 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 640 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 880 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 960 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1040 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1360 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1440 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1600 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1680 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1760 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 1920 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
160 2000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 160 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 480 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 560 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 640 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 720 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 880 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 960 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1040 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1200 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1360 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1440 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1600 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1680 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1760 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 1920 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
240 2000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
320 160 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
320 240 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
320 320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
320 400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
320 480 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
