400 400 709.0 190.0073 10000 98.0 32.1754 0 0 0 0 0 0 0 0
400 480 1226.0 280.7584 10000 177.0 34.7428 0 0 0 0 0 0 0 0
400 560 1240.0 310.6813 10000 173.0 47.5572 0 0 0 0 0 0 0 0
400 640 1077.0 307.4347 10000 158.0 32.3644 0 0 0 0 0 0 0 0
400 720 1048.0 253.9962 10000 132.0 27.0381 0 0 0 0 0 0 0 0
400 800 955.0 273.2987 10000 119.0 22.5033 0 0 0 0 0 0 0 0
400 880 841.0 246.9013 10000 118.0 20.6205 0 0 0 0 0 0 0 0
400 960 819.0 221.5553 10000 93.0 20.6737 0 0 0 0 0 0 0 0
400 1040 752.0 241.5735 10000 102.0 28.355 0 0 0 0 0 0 0 0
400 1120 767.0 232.9859 10000 109.0 23.5831 0 0 0 0 0 0 0 0
400 1200 687.0 208.6841 10000 96.0 34.8776 0 0 0 0 0 0 0 0
400 1280 724.0 209.9016 10000 93.0 24.8471 0 0 0 0 0 0 0 0
400 1360 723.0 191.2622 10000 101.0 24.211 0 0 0 0 0 0 0 0
400 1440 662.0 191.7145 10000 84.0 33.495 0 0 0 0 0 0 0 0
400 1520 699.0 168.6311 10000 88.0 15.8133 0 0 0 0 0 0 0 0
400 1600 673.0 188.7118 10000 102.0 19.248 0 0 0 0 0 0 0 0
400 1680 728.0 178.4388 10000 86.0 14.3454 0 0 0 0 0 0 0 0
400 1760 679.0 190.7492 10000 97.0 30.9879 0 0 0 0 0 0 0 0
400 1840 691.0 208.6056 10000 92.0 12.5147 0 0 0 0 0 0 0 0
400 1920 680.0 182.2199 10000 90.0 33.8073 0 0 0 0 0 0 0 0
400 2000 649.0 188.4647 10000 119.0 23.8962 0 0 0 0 0 0 0 0
480 400 1248.0 375.6592 10000 184.0 43.431 0 0 0 0 0 0 0 0
480 480 2172.0 322.9714 10000 303.0 51.718 0 0 0 0 0 0 0 0
480 560 2517.0 411.2864 10000 373.0 45.2928 0 0 0 0 0 0 0 0
