1040 1040 1000.0 9959 1771 0.0373999997973
1040 1040 150.0 9999 2290 0.0388000011444
1040 1040 50.0 9996 1360 0.0392999984324
1040 1040 500.0 9991 2064 0.0373000018299
1040 1120 1000.0 9946 1560 0.0222999993712
1040 1120 150.0 10000 1585 0.0237000007182
1040 1120 50.0 9992 964 0.0243999995291
1040 1120 500.0 9995 1411 0.0226000007242
1040 1200 1000.0 9968 1549 0.0140000004321
1040 1200 150.0 10000 1482 0.0148999998346
1040 1200 50.0 9992 876 0.0153999999166
1040 1200 500.0 9995 1302 0.0142000000924
1040 1280 1000.0 9970 1550 0.00879999995232
1040 1280 150.0 9999 1410 0.0097000002861
1040 1280 50.0 9989 877 0.0100999996066
1040 1280 500.0 9998 1293 0.00920000020415
1040 1360 1000.0 9970 1533 0.00590000022203
1040 1360 150.0 9998 1403 0.00650000013411
1040 1360 50.0 9992 819 0.00689999992028
1040 1360 500.0 9996 1228 0.00609999988228
1040 1440 150.0 9999 1391 0.00460000010207
1040 1440 50.0 9987 859 0.00499999988824
1040 1440 500.0 9997 1271 0.00430000014603
1040 1520 1000.0 9974 1513 0.00300000002608
1040 1520 150.0 7998 1176 0.00340000004508
1040 1520 50.0 9988 871 0.00370000000112
1040 1520 500.0 9996 1234 0.00310000008903
1040 1600 1000.0 9965 1494 0.00240000011399
1040 1600 150.0 9998 1472 0.00270000007004
1040 1600 50.0 9989 867 0.00289999996312
1040 1600 500.0 9997 1308 0.00240000011399
1040 1680 1000.0 9967 1440 0.00200000009499
1040 1680 150.0 10000 1500 0.00230000005104
1040 1680 50.0 9987 846 0.00240000011399
1040 1680 500.0 9999 1248 0.00200000009499
1040 1760 1000.0 9974 1502 0.00170000002254
1040 1760 150.0 9996 1491 0.00190000003204
1040 1760 50.0 9989 848 0.00209999992512
1040 1840 1000.0 9947 1380 0.00150000001304
1040 1840 150.0 9997 1448 0.00179999996908
1040 1840 50.0 9988 793 0.00190000003204
1040 1840 500.0 9995 1339 0.00159999995958
1040 1920 1000.0 9950 1321 0.00139999995008
1040 1920 150.0 9999 1589 0.00159999995958
1040 1920 50.0 9980 812 0.00170000002254
1040 1920 500.0 9996 1360 0.00150000001304
1040 2000 150.0 10000 1512 0.00159999995958
1040 2000 50.0 9984 752 0.00170000002254
1040 2000 500.0 7996 1049 0.00139999995008
1040 400 150.0 9988 2118 5.16300010681
1040 400 50.0 9981 1449 5.27600002289
1040 480 150.0 9995 2362 2.35100007057
1040 480 50.0 9994 1575 2.38700008392
1040 560 150.0 9997 2461 1.16400003433
1040 560 50.0 9993 1600 1.17100000381
1040 560 500.0 9952 1754 1.13999998569
1040 640 150.0 9998 2518 0.61360001564
1040 640 50.0 9997 1631 0.620700001717
1040 640 500.0 9956 1970 0.599399983883
1040 720 150.0 9996 2525 0.33370000124
1040 720 50.0 9996 1592 0.340400010347
1040 720 500.0 9960 2031 0.327399998903
1040 800 150.0 9995 2532 0.18979999423
1040 800 50.0 9994 1527 0.190200001001
